,name,origin_address
1201,00073.8dcd40346d48c69a9e075e935395e96d,"Unknown city, Unknown state, United Kingdom"
1202,00214.1367039e50dc6b7adb0f2aa8aba83216,"Unknown city, Unknown state, United States"
1203,00200.2fcabc2b58baa0ebc051e3ea3dfafd8f,"Stains, Seine-Saint-Denis, France"
1204,00012.cb9c9f2a25196f5b16512338625a85b4,"Unknown city, Unknown state, Hong Kong"
1205,0062.41f708df91642411f0fd8f91e28d3521,"Unknown city, Unknown state, United States"
1206,00620.488299bafd542cdfa1a1fb98f00e6441,"Unknown city, Unknown state, China"
1207,00073.fa47879bac3adc4b716130566ee0a2a6,"Unknown city, Unknown state, United States"
1208,00567.9a792928197fff7a7a38aee412bf4a07,"Unknown city, Unknown state, Singapore"
1209,00855.0d1b1b55419a3c35f19b7c35ea9a46b7,"Unknown city, Unknown state, India"
1210,01193.7c4b9a0e900fdb7cafb86c1131f79a48,"Unknown city, Unknown state, United States"
1211,00446.dbbe3d81a19420ba8c135ac7f044319c,"Unknown city, Unknown state, United States"
1212,0066.93ccd9599561c5277989f03b575d6bff,"Unknown city, Entre Rios, Argentina"
1213,00322.7d39d31fb7aad32c15dff84c14019b8c,"Guangzhou, Guangdong, China"
1214,00010.445affef4c70feec58f9198cfbc22997,"Unknown city, Unknown state, United States"
1215,00468.77534696791a755fb0fb8be8c2704ed8,"Unknown city, Unknown state, United States"
1216,00690.5dd358321ab2f5139ccf636223251d1f,"Unknown city, Unknown state, United States"
1217,00233.a268478ca6f03604012ffff8dd3de396,"Moscow, Moscow, Russia"
1218,00923.5b3a8bf0da33c8902281667d57657cb3,"Unknown city, Unknown state, South Korea"
1219,0101.2dfd7ee79ae439b8d9c38e783a137efa,"Xiamen, Fujian, China"
1220,00274.192bd3848a65302344dff2d7c0d3f08a,"Unknown city, Unknown state, United States"
1221,00352.206639789c6ba89977375c62856f20fc,"Unknown city, Unknown state, United Kingdom"
1222,00966.570877c2104eb9779a27bec3f18c7ee3,"Unknown city, Unknown state, United States"
1223,00251.6b4b7e79e1706156839a00817d774e37,"Unknown city, Unknown state, Brazil"
1224,01317.2fb1c15091162a0a83cb7020e45e8de6,"Unknown city, Unknown state, Taiwan"
1225,00700.e9dbef7f0ce0dadccc9050b5e3a5709b,"Unknown city, Unknown state, India"
1226,00559.f134a8ef403b9c3cc92f44a808a97403,"Unknown city, Unknown state, United States"
1227,00349.dd7982f40576ff4897c18efc813e38bf,"São Paulo, Sao Paulo, Brazil"
1228,01198.da6821edae608ba753c85e1a7436219b,"Holly Ridge, North Carolina, United States"
1229,00642.f213f657ab630999a8d34c26060d79fc,"Unknown city, Unknown state, United States"
1230,00177.56ed33af0cb1d0f700cc2d26a866870b,"Unknown city, Unknown state, United States"
1231,01185.e4a109756aa79e984529e2fb737857ab,"Unknown city, Unknown state, Japan"
1232,01301.91269fd2b14a1fa0f183ca60953b99af,"Pohang, Gyeongsangbuk-do, South Korea"
1233,00259.7b838a90b63541213eff9099e1a1aa3c,"Unknown city, Unknown state, India"
1234,00397.dc85d97361fbed3637f8db56d4c9c92d,"Unknown city, Unknown state, United States"
1235,0393.d3a4d296a35c6a7f39429247c007eeae,"Juiz de Fora, Minas Gerais, Brazil"
1236,0273.51c482172b47ce926021aa7cc2552549,"Unknown city, Unknown state, Japan"
1237,00640.564b03520087bb4595384ae024ceb929,"Odintsovo, Moscow Oblast, Russia"
1238,00608.bf7d77ef4f28552278f78a5aef71f0cf,"Uppsala, Uppsala, Sweden"
1239,0056.0f99dde58a7c4e18944397ab47e0412c,"Manly, Queensland, Australia"
1240,0141.516a4fe92f63469bd4a21d46dd6bb3be,"Leander, Texas, United States"
1241,01387.84a80f5699b026b15455e803a471b88e,"Spring Valley, California, United States"
1242,00256.ea7bc226396ae0cc08004265b5c2eb02,"Unknown city, Unknown state, United States"
1243,01161.174f2cb358ca3f08f4308f87ca64842f,"Unknown city, Unknown state, South Korea"
1244,00167.af33a21e8b279ee28d5e70a6ef1dc86a,"Unknown city, Unknown state, South Korea"
1245,00314.ce1926a9815415807e51b80930bffdb8,"Unknown city, Beijing, China"
1246,01271.c74d2888efc2f1897ee890001abf05e7,"Crevillent, Alicante, Spain"
1247,00237.9cee6fd8bdd653d21d92158e702adf50,"Unknown city, Unknown state, United States"
1248,00264.8fae38cbbed6a43b40e83aa8496018e4,"Santiago, Santiago Metropolitan, Chile"
1249,00484.602c7afb217663a43dd5fa24d97d1ca4,"Unknown city, Unknown state, Ireland"
1250,00499.988506a852cf86b396771a8bdc8cf839,"Unknown city, Unknown state, Germany"
1251,01386.9398d616dfc3d67fb10e95d911768b39,"Unknown city, Beijing, China"
1252,0158.ff5dce5446d2ec91f0caffeffdd48852,"Unknown city, Unknown state, United States"
1253,00774.bb00990ae11efeabd677cc2935f2281f,"Unknown city, Unknown state, United States"
1254,00191.9ff80a41f015b7a6c409732e41c0df07,"Unknown city, Beijing, China"
1255,0018.259154a52bc55dcae491cfded60a5cd2,"Unknown city, Unknown state, South Korea"
1256,00108.813fc6306b631b5c58ecfc26caf3a8dc,"Unknown city, Unknown state, China"
1257,01100.3db9aa127f49e790a5f2765a8f9724f2,"Unknown city, Unknown state, Brazil"
1258,01074.d22922a762aea4d5a5aa2615e144585a,"Chungju, North Chungcheong, South Korea"
1259,01187.b47cd7a45a24f56a6908519e1c37e75a,"Albertville, Alabama, United States"
1260,0383.5b89d5a9c0152070a77e133734f7cd83,"Paris, Paris, France"
1261,00830.079ed7d24f78024e023b82417a6fe2ca,"Kwai Chung, Tsuen Wan District, Hong Kong"
1262,00117.9f0ba9c35b1fe59307e32b7c2c0d4e61,"Unknown city, Unknown state, United States"
1263,00866.75636e43a97c4a778325383ae5bb3e6e,"Unknown city, Unknown state, Brazil"
1264,00299.f786faed64bef7134e52fafa17ea861f,"Unknown city, Unknown state, Chile"
1265,00194.767c323b4ae7a4909397e42cbd0c56a4,"Unknown city, Unknown state, United States"
1266,01234.0bcd772346e2970c6246f40359cf4de5,"Unknown city, Unknown state, United States"
1267,00733.095d8b33e938efa091f1771c622986c9,"Yiwu, Zhejiang, China"
1268,01303.59ad6322f5af1c3672849f504ad86fce,"Unknown city, Unknown state, United Kingdom"
1269,01118.db60fc08987ac4bdaf96ab4e1c83eafe,"Unknown city, Unknown state, United States"
1270,00392.ffefdd973d6b1bf1243937030e3bd07f,"Unknown city, Unknown state, United States"
1271,01336.cce700d418ddce6f5081cdcda625074f,"Unknown city, Unknown state, Canada"
1272,0404.a2c9ac35a89a129ce473c5d977409131,"Chengdu, Sichuan, China"
1273,0349.d87df6b95f0ee4e36364e9d71223485a,"Unknown city, Unknown state, Taiwan"
1274,01289.2f9168490b8c45e76af4935b4827f702,"Unknown city, Illinois, United States"
1275,01115.bd63b2430d4bebf2a49a6caef0ee3974,"Unknown city, Unknown state, Switzerland"
1276,00372.859cab3c4ee323a06adcd41f8c604fa7,"Unknown city, Unknown state, Canada"
1277,00371.a1bca8c3fae1f6cbcebd205bf5db6ada,"Unknown city, Unknown state, United States"
1278,00011.bd8c904d9f7b161a813d222230214d50,"Noda, Chiba, Japan"
1279,01242.3743099b115c6a8a273d8eca34a9c738,"Unknown city, Unknown state, United States"
1280,00515.89787cdc87d6fe15af713a5e960c1e05,"Unknown city, Unknown state, United States"
1281,00154.b6c448ccff434e2dbe2c7c200a36aa31,"Unknown city, Unknown state, Luxembourg"
1282,01327.7d7cb2b319318af27a2981701843f358,"Unknown city, Unknown state, Brazil"
1283,00618.3407355607b3c336ddee20b1435abf01,"Unknown city, Unknown state, Mexico"
1284,0326.80f15e07265a22b78068bab5b56b01c7,"Unknown city, Unknown state, United Kingdom"
1285,00275.4675c4cce2bf27adaafeef693d562f8b,"Unknown city, Unknown state, United States"
1286,00776.22f3f3942932c3d3b6e254bcab9673d1,"Unknown city, Unknown state, China"
1287,0345.b8ba4d6a115368132d1d580c4c9e0307,"South Lake Tahoe, California, United States"
1288,00837.cd8b2390b71566631221ad3660b835e9,"Boulogne, Buenos Aires, Argentina"
1289,0493.c82e983c32e4888b4fbb0084cb303608,"Unknown city, Unknown state, Brazil"
1290,00831.630c53b642a54592bd4fb097ba4e88b0,"Unknown city, Unknown state, United States"
1291,00112.be81f2f6f7940a9403c9809b4a9e243a,"Unknown city, Unknown state, Hong Kong"
1292,00350.7a772c64c6a4131bcff6e19336b28b77,"Unknown city, Unknown state, Unknown country"
1293,0224.486269968d3ad880a016b600dc366393,"Unknown city, Unknown state, China"
1294,01053.2ec9e69df620c85e3c7c6f61ce199a3c,"Unknown city, Unknown state, Brazil"
1295,0317.0bea188e5bd639ae421f07b3ad68c5e0,"Central, Central and Western District, Hong Kong"
1296,01128.b5c07ad0588fd8c87443755fba93d71b,"Unknown city, Unknown state, Brazil"
1297,01203.f4c9144a594fb81ff323053fbd626a55,"Unknown city, Unknown state, United States"
1298,00516.36cd648f23e91a831256f8ef32823573,"Unknown city, Unknown state, Japan"
1299,0039.256602e2cb5a5b373bdd1fb631d9f452,"Unknown city, Unknown state, United States"
1300,00802.0812cab595172a326e8808357b98fcc5,"Unknown city, Unknown state, United Kingdom"
1301,00102.fb09d2f978a271fba5a3ffc172003ed9,"Unknown city, Unknown state, Brazil"
1302,00112.e4952a7d270c78cd6bba9d4f6add13f2,"Unknown city, Unknown state, United States"
1303,00025.619ab8051359048795e3cd09e82ad1a0,"Unknown city, Unknown state, India"
1304,00273.0c7d73771d79e84e2aab8c909c5bb210,"Unknown city, Unknown state, United States"
1305,00340.520783fd73bb73df88d6effd04e1f55d,"West Chester, Pennsylvania, United States"
1306,0222.6ad799703d958681d6e427762f86f179,"Unknown city, Unknown state, India"
1307,00911.4332049ae6031c5a39ecefdc807961a4,"Unknown city, Unknown state, Portugal"
1308,00394.cca39f925676ecca947eaed2b600fe70,"Santo Antonio de Posse, Sao Paulo, Brazil"
1309,01026.dffc6a0b029914be9fc6ef23570dad14,"La Grande, Oregon, United States"
1310,00335.52db5097040b2b36c0d19047c5617621,"Unknown city, Unknown state, United States"
1311,00822.582f541f39bb9e92cb1262875d3a9fca,"Johannesburg, Gauteng, South Africa"
1312,00955.0e418cf2dca0e0ac90fcaf35f5cedbc3,"Unknown city, Unknown state, United States"
1313,00141.c30e993ea9a98743b0a98733bdfba8c2,"Prague, Hlavni mesto Praha, Czechia"
1314,00679.a0ad2b887acad77749720b6004a17f13,"Vicente Lopez, Buenos Aires, Argentina"
1315,00486.7f5cde6ad9f34dcbe56a1fd73138b351,"Abu Dhabi, Abu Dhabi, United Arab Emirates"
1316,00151.6abbf42bc1bfb6c36b749372da0cffae,"Oklahoma City, Oklahoma, United States"
1317,00401.31d8ded049967dc48ebb564288733e81,"Unknown city, Unknown state, Ukraine"
1318,00130.c8128e89eff5b0e61aa864ebfd96afba,"Ashford, Kent, United Kingdom"
1319,0406.4b29229820cc5e9675ad369a3a000f43,"Unknown city, Unknown state, United States"
1320,00087.c6bf843edd1028fd09bb46d88bf97699,"Unknown city, Unknown state, France"
1321,00711.75e5cd5b1ad023e0b50175e4dc5c781e,"Unknown city, Unknown state, United States"
1322,00209.5276f967533f2ce0209c1eff631a86ff,"Unknown city, Unknown state, United States"
1323,01297.6899dd73603e94dcefaba9970c3cfb69,"Unknown city, Zhejiang, China"
1324,00345.613b3c2aeac033eebb379c91b8ce9fba,"Santa Monica, California, United States"
1325,01033.2af876341f85de2a7f501b8dd0248cd6,"Unknown city, Unknown state, United States"
1326,01050.f18a04fd3f7cf3e60483c3420bff5417,"Konya, Konya, Turkey"
1327,0389.ed4ca8aceef91808c783909351c7bdb4,"Unknown city, Unknown state, Colombia"
1328,00451.5af88ff99e71a8984ac293c250b37d34,"Zierikzee, Provincie Zeeland, Netherlands"
1329,00568.9099cfcce869f4ecf337fc666f04c11d,"Unknown city, Unknown state, United States"
1330,00271.85110ef4815c81ccea879857b0b062ed,"Pandino, Provincia di Cremona, Italy"
1331,01259.b4dff1ed93bc931b271888cd42e41b85,"Unknown city, Beijing, China"
1332,00152.8ed8aaed94054e507af5b9c760dd7be6,"Natal, Rio Grande do Norte, Brazil"
1333,0028.83a43dd97923463030349506a56226c1,"Not found, Not found, Not found"
1334,0420.6112350c5fb3dcf5a67a4fafac80702e,"Unknown city, Unknown state, United States"
1335,00047.0d7a240951e460b5884a8886ee64a8c3,"Unknown city, Unknown state, United States"
1336,00283.e8e42ee52f919afd2a453983f1256b1d,"Unknown city, Unknown state, United States"
1337,00936.1f06517cffff4360820ff6012b392b93,"Not found, Not found, Not found"
1338,00189.58d4489891c5ab450678438eb8cc4a3e,"Unknown city, Unknown state, Mexico"
1339,00920.1534b1c21a196693709357a2a93cacdd,"Unknown city, Unknown state, United States"
1340,01077.526ad4ce12f3ef73a4b4eae0f211e2c9,"Unknown city, Unknown state, United States"
1341,01220.e399b9acc45a23ec853a9bb1d2a1a859,"Unknown city, Unknown state, Thailand"
1342,00304.fedb2050801439ca46d1d82d10e8e9e2,"Unknown city, Unknown state, United States"
1343,00416.7fa9ccac275fe2d97517554ecde57fbe,"Unknown city, Unknown state, United Kingdom"
1344,00150.957bb781217f762dc9999e7a90130c92,"Fort Worth, Texas, United States"
1345,00871.48d32184662134852f20566c47c217f2,"Unknown city, Unknown state, Brazil"
1346,0496.e995facc5d5bc6d3f3a8537d35e0432a,"Unknown city, Beijing, China"
1347,00305.f80c21904d6d4f6facd036450a588b0d,"Unknown city, Unknown state, Italy"
1348,00368.64d7f78532bf9b4cd41c8f5bc526af6a,"Dundee, Dundee City, United Kingdom"
1349,00325.7e5ac4e91fba8111cce0e8dcc721912c,"Unknown city, Unknown state, United States"
1350,00184.b4c342594f571eeb609a47b313ac35fe,"Andover, Massachusetts, United States"
1351,00059.dc5b9ea22c6848c97871f0d9576cc931,"Unknown city, Unknown state, United States"
1352,0414.4b85e87c5b9235c72f189bf044057f15,"Not found, Not found, Not found"
1353,01243.0676aa0a6a02e5a0373d387b89af0e07,"Unknown city, Unknown state, United States"
1354,00109.eda1664dd3b3c31b67e5cd04553b6546,"Unknown city, Unknown state, South Korea"
1355,00861.e8b94fc9514d2d2cbb541b01e2dda726,"Unknown city, Unknown state, Brazil"
1356,00255.aeff2fdf2ba6b8b49686df3575859a48,"Santiago, Santiago Metropolitan, Chile"
1357,00448.65d06c45ea553e3fddf51645ae6b07f0,"Unknown city, Unknown state, United States"
1358,00826.01ebf3d0e89c1cec3528f9c0950b63d1,"Málaga, Malaga, Spain"
1359,0402.1290489e7e62ac9bb500677606540e5d,"Whitstable, Kent, United Kingdom"
1360,00461.57e0fe5d31215393d7cf4e377e330082,"Unknown city, Unknown state, Chile"
1361,00527.692952717b3f63cd2964ff2ff73ed91d,"Unknown city, Unknown state, United States"
1362,00160.cec5f611ae665ff0add6c4928d47f2be,"Unknown city, Unknown state, China"
1363,0295.717c906cda92746007b9098e16c727b2,"Unknown city, Unknown state, Brazil"
1364,01040.24856bbcaedd4d7b28eae47d8f89a62f,"Tamano, Okayama, Japan"
1365,00378.143069173c8ee0047916f124032367d1,"Unknown city, Unknown state, Colombia"
1366,01094.91779ec04e5e6b27e84297c28fc7369f,"Unknown city, Unknown state, Spain"
1367,00034.8e582263070076dfe6000411d9b13ce6,"Unknown city, Unknown state, South Africa"
1368,00103.3fb0c1ebdfc0eb5952bf0f57e635c270,"Unknown city, Unknown state, Taiwan"
1369,00462.d0ca75a85184ca9843d1dffdc8c98855,"Seongnam-si, Gyeonggi-do, South Korea"
1370,00921.548fb6dd2244c2fe87079df9652ddc2c,"Seoul, Seoul, South Korea"
1371,00193.c04ef77bc3dbaa5762760a6ea138df0e,"Lemont, Illinois, United States"
1372,00406.3d607f39292bdf8e71094426cc02a90d,"South Whitley, Indiana, United States"
1373,01294.1b87da1a627d8b8f126839dad1220a1c,"Unknown city, Unknown state, United States"
1374,00409.e59f63e813b6766a9a4ddf0790634ca3,"Unknown city, Unknown state, United States"
1375,00463.0bc4e08af0529dd773d9f10f922547db,"Unknown city, Unknown state, China"
1376,0146.6656452972931e859e640f6ac57d2962,"Barquisimeto, Lara, Venezuela"
1377,0148.7641581f551a1bf533b995087a8a91db,"Prague, Hlavni mesto Praha, Czechia"
1378,00190.dbaebac8c91d57cf7c9b9a431606ce54,"Unknown city, Unknown state, United States"
1379,00573.f33cc9f9253eda8eceaa7ace8f1a0f50,"Unknown city, Unknown state, United Kingdom"
1380,0035.8e582263070076dfe6000411d9b13ce6,"Unknown city, Unknown state, South Africa"
1381,00490.09cc8eacfd07338802c3ea0e7f07fe26,"Unknown city, Unknown state, Colombia"
1382,00450.93d3d59fcdd0f8fda9ef4678535182e8,"Córdoba, Cordoba, Argentina"
1383,00766.ff1f266127aebe1fd285b9a211f34723,"Suzano, Sao Paulo, Brazil"
1384,00738.10deb784a63c0bdc5e78b019720f3e9f,"Unknown city, Unknown state, United States"
1385,0407.157349d43c03e008f2448e1f37c510aa,"Unknown city, Unknown state, United States"
1386,0426.2002be3b0195b54596a5e7fd7d7561d5,"Franca, Sao Paulo, Brazil"
1387,0374.ed17ed71f8d321cf8505672678c56e71,"Santo Antonio de Posse, Sao Paulo, Brazil"
1388,00952.1a3c371c56be9de3bfb258b93af71649,"Unknown city, Unknown state, United States"
1389,00484.a34bda1ad8a88b5b21b13b8ad05d0dd3,"Unknown city, Beijing, China"
1390,00048.91474353d7616d0df44b0fb04e2899ff,"Unknown city, Unknown state, Colombia"
1391,00648.fa4e260a3fadd4ddb60a9ce8c3d7dd36,"Unknown city, Liaoning, China"
1392,01172.cc7a00858cafd43ad994a3f1a42a5434,"Unknown city, Unknown state, United States"
1393,01070.a291bc8d0cf917e3139a9caca2759cdc,"Unknown city, Unknown state, United States"
1394,00050.bdb8b228ff67fd4a61f8b0c8e81240c9,"Unknown city, Unknown state, United States"
1395,0121.772c3ccd1b6c1a2e0e2ec0356082c77b,"Unknown city, Unknown state, Canada"
1396,00587.582e355efbb36f9a0d55997e093626ba,"Unknown city, Unknown state, Russia"
1397,0432.a2fa136962969f603b363e7509668b49,"Harbin, Heilongjiang, China"
1398,00212.a9947ad74a529a35d11538e1df60cd73,"Unknown city, Unknown state, United States"
1399,00580.c3b23134b4767f5e796d0df997fede33,"Unknown city, Zhejiang, China"
1400,01227.04a4f94c7a73b29cb56bf38c7d526116,"Buenos Aires, Buenos Aires F.D., Argentina"
1401,00638.ae5006a001e88e8cd956b7a142e41984,"Unknown city, Unknown state, India"
1402,00018.336cb9e7b0358594cf002e7bf669eaf5,"Unknown city, Unknown state, Philippines"
1403,00441.3b9c3055e08bda4c0f7eea43749e324c,"Unknown city, Unknown state, United States"
1404,01232.2c1fbf4d9cb31dd039c1bbb078225b5a,"Unknown city, Unknown state, United States"
1405,00313.fab744bfd5a128fca39b69df9811c086,"Unknown city, Unknown state, United States"
1406,01086.158c29f51d36d79ababf4377b5b3f1d2,"Unknown city, Unknown state, United States"
1407,00737.af5f503fe444ae773bfeb4652d122349,"Unknown city, Unknown state, United States"
1408,00229.272500ea65aafe8d05061d11f1164832,"Unknown city, Unknown state, South Korea"
1409,00050.45de99e8c120fddafe7c89fb3de1c14f,"Manly, Queensland, Australia"
1410,00675.233738762477d382d3954e043f866842,"Unknown city, Unknown state, China"
1411,00298.90b548a0816ca0783f012bb9c69166cc,"Unknown city, Unknown state, United States"
1412,00140.f690cb156c0b1223e763ab3c0b340c57,"Unknown city, Unknown state, United States"
1413,00165.3a37220d69b5b8332ee4270f0121dfe9,"Unknown city, Yunnan, China"
1414,0468.8edb99340b9a96a81813be2d3362605d,"Unknown city, Unknown state, United States"
1415,00720.da36f270fb9706505280338d9c22e80f,"Unknown city, Unknown state, United States"
1416,0252.c90694cf3f09ef0111b761eefd95cc3f,"Unknown city, Unknown state, United Kingdom"
1417,00280.3432009813aa8a8683c72ad31ce7e0e0,"Aliso Viejo, California, United States"
1418,0341.7c13df68bb4feae35d9ea86001a3ecad,"Wieselburg, Lower Austria, Austria"
1419,00125.ea96729a0da6d9025d5178f2d6916e42,"Unknown city, Unknown state, United States"
1420,00358.2cf55d91739f3530d1f4bc8bc9bc0b12,"Bassano del Grappa, Provincia di Vicenza, Italy"
1421,01359.deafa1d42658c6624c6809a446b7f369,"Unknown city, Chongqing, China"
1422,00423.41a02b6bb464b0bd04ac8a40e6001c3e,"Miami Beach, Florida, United States"
1423,00699.46c52d8e3b9db13ea2e9816f1c919961,"Unknown city, Unknown state, United States"
1424,00475.71f75afb1960d619af86e1c64dcb11fc,"Unknown city, Unknown state, United States"
1425,01275.9ce1257b70028a741bd7877f0bc2ba0e,"Unknown city, Unknown state, United States"
1426,01252.85c2b9eb83de6e0447fdf956e9bd499c,"Unknown city, Unknown state, Brazil"
1427,0438.77cb3de3ddbb68012f0dbe370c4e71dc,"Bucheon-si, Gyeonggi-do, South Korea"
1428,01308.c46f1215ccd8cedf162e0cf308b94dcd,"Tallahassee, Florida, United States"
1429,00343.c84d94ad804925c271bb15b979e11dc7,"Unknown city, Unknown state, United States"
1430,00135.00e388e3b23df6278a8845047ca25160,"Sumaré, Sao Paulo, Brazil"
1431,0418.89cb8cbdd1cd4424829658e11ec6a13e,"Balıkesir, Balıkesir, Turkey"
1432,0371.e4ca4edd7d69a9b54cac7f364f5f2079,"Unknown city, Unknown state, Germany"
1433,00629.5feadfcb7530c08a54c98178600b2f70,"Preston, Lancashire, United Kingdom"
1434,00760.254b8986f3d7b6cbda1cc7ce16860e6c,"Unknown city, Unknown state, Thailand"
1435,00106.09988f439b8547dc90efb1530c02329b,"Unknown city, Unknown state, China"
1436,0049.625bab436c7fc6299cfceeaa24e198ae,"Xiamen, Fujian, China"
1437,00222.77293b7002c5749b9d31a99b2f4e0366,"Unknown city, Unknown state, Argentina"
1438,00292.b90f1e0d4436fdbf91d909812648900d,"Hwaseong-si, Gyeonggi-do, South Korea"
1439,0050.b8200e218e5a5a433f897e9495253a30,"Unknown city, Unknown state, Portugal"
1440,00346.d93a823fb3350a5da8f0c612ce1156cd,"Ikorodu, Lagos, Nigeria"
1441,01376.73e738e4cd8121ce3dfb42d190b193c9,"Unknown city, Unknown state, Dominican Republic"
1442,01239.5b4a6a500921ae2a53da84bc99d91414,"Unknown city, Unknown state, Argentina"
1443,00210.2942a339c3792a1010d024e6d6ba032e,"Sofia, Sofia-Capital, Bulgaria"
1444,00539.6e6f7b032b644f9b1355f46d20944350,"Suwon, Gyeonggi-do, South Korea"
1445,0181.e3259c0ef889b5c76054abe2fafddeda,"Unknown city, Liaoning, China"
1446,00115.ea1a875067c4c0b710f5f4c951335723,"Unknown city, Unknown state, Germany"
1447,00063.2334fb4e465fc61e8406c75918ff72ed,"Cannock, Staffordshire, United Kingdom"
1448,00930.4e807b43e671cf853ff61ec4bef6233d,"Unknown city, Unknown state, South Korea"
1449,00423.bee32224fd8c9c8c06e2099d9c2adccd,"Unknown city, Unknown state, Russia"
1450,00707.c863801ca5be49e90ee68ab449ba5a84,"Muswellbrook, New South Wales, Australia"
1451,0230.035bbcbe1235cb6fdd0a5d6d626dc5c4,"Unknown city, Unknown state, India"
1452,00040.d9570705b90532c2702859569bf4d01c,"Unknown city, Unknown state, United States"
1453,00170.5e4c7668564952d8bfbf106d32fa9e5e,"Odessa, Texas, United States"
1454,01215.e879c633ccfba3b6dcf761d8ac0764c0,"Unknown city, Unknown state, United States"
1455,0307.2e4dc0cdb1e3b49f0986c19c1f324224,"Barcelona, Barcelona, Spain"
1456,00263.13fc73e09ae15e0023bdb13d0a010f2d,"Unknown city, Unknown state, Japan"
1457,00084.eab3c85ce1b86d404296fc9d490d30dc,"Burkburnett, Texas, United States"
1458,00300.6ca4fee75f6afbd00581ceec6cf14fac,"Unknown city, Unknown state, Spain"
1459,00882.28bbc4ccfb80f32d4fe7df3ab77afb41,"New York, New York, United States"
1460,0329.5c22249fa35fff050675e7df4433b89f,"Metairie, Louisiana, United States"
1461,00179.2174c80cb3eff623dfc991e51a53eb99,"Unknown city, Unknown state, Australia"
1462,00086.5ddcb4859b292c984d1db6aeade5ac04,"Unknown city, Unknown state, United States"
1463,0153.eddc658b08a04641a2494ba6b6eb0a3c,"Unknown city, Unknown state, Brazil"
1464,01339.d94a16532a6f42497266dcc327a40163,"OEsthammar, Uppsala, Sweden"
1465,01361.1b094e93a9a83d77859dcbf6637455d1,"Unknown city, Unknown state, Canada"
1466,00689.bc5bea61b7d13a69aba26169afe99d1e,"Unknown city, Unknown state, China"
1467,00870.ecbb85c7b91446c971762de0b9735b4d,"Unknown city, Unknown state, United States"
1468,00364.48aa56553a1b8c2e4b638e0f46a7fc1f,"Vienna, Vienna, Austria"
1469,00653.dcb006e0c0aaa7aa3e5bd7cb3d444f23,"Unknown city, Unknown state, United States"
1470,00431.c6a126091c0bcbc44e58e238ca4d02c6,"Unknown city, Unknown state, United States"
1471,00437.a88b8673cb52537e09bc37a163c1635f,"Unknown city, Unknown state, United States"
1472,01011.d4812088cad8553fb214dab8003add9b,"Unknown city, Unknown state, Austria"
1473,00560.dfc4142bdb51d4ac3f9a3460c9254a18,"Unknown city, Unknown state, Malaysia"
1474,0170.fe4f77fa9456b48dffa9288074b2bb2a,"Busan, Busan, South Korea"
1475,00254.9810c685fa8fd2953b0c07ba7900605f,"Dallas, Texas, United States"
1476,0160.b6b241d37fa9d5f772afca9ef30034c3,"Natal, Rio Grande do Norte, Brazil"
1477,0200.a56926c058fa84b0ea031b5774e5dcfa,"Unknown city, Beijing, China"
1478,0433.8977506bae8028f48290ea0fb2f54ddd,"Unknown city, Beijing, China"
1479,01293.1073233e92a1fb8808e384cbc0d60e58,"Unknown city, Unknown state, United States"
1480,01125.46ca779f86e1dd0a03c3ffc67b57f55e,"Unknown city, Hunan, China"
1481,01093.58b9c5035d2291301ff2d0e9c36b0670,"Unknown city, Unknown state, United States"
1482,00007.d8521faf753ff9ee989122f6816f87d7,"Unknown city, Unknown state, Spain"
1483,01137.7c5ed50fcc83a610928b75e158ca5554,"Unknown city, Unknown state, United States"
1484,00970.4166b8fab10bbf38aa782c311a70ee6b,"Unknown city, Unknown state, Italy"
1485,00246.d314e68151f961425104dbe6a4e3bc9a,"Unknown city, Zhejiang, China"
1486,00728.6337ac1dd7bf9fa481c30c7cd01b496c,"Alexandria, Virginia, United States"
1487,00914.b4f1e9f517f85e68f8326f3a1525ebc2,"Unknown city, Unknown state, Hong Kong"
1488,00597.77c914c24bd38a4cfa7ef06aae438d17,"Incheon, Incheon, South Korea"
1489,00479.84c58aa8adff520d7f58dfde02c1cf10,"Saint-Tropez, Var, France"
1490,00093.f0f5881aff74fafe925b36649298a0aa,"Springfield, Illinois, United States"
1491,00900.a5f6355af8a1891e683898c5b549e565,"Unknown city, Unknown state, United States"
1492,00465.ca5d79d0e5dadee322c117789196ebb4,"Petrel, Alicante, Spain"
1493,00201.e74734c7cd89b7c55989d585f72b358a,"Unknown city, Unknown state, United States"
1494,00367.9688cdee9dfe720c297672c8f60d998f,"Itapevi, Sao Paulo, Brazil"
1495,00888.6219edfbe560d4320b9d2e87fe92b639,"Unknown city, Unknown state, United States"
1496,00198.aad7df5b8be674a0ce09c8040ef53f1e,"Pittsburgh, Pennsylvania, United States"
1497,00098.f1f1a3bd3ec32d8e967fba2a7a03e1e5,"Not found, Not found, Not found"
1498,00021.07d9ab534bbfba9020145659008a3a14,"Unknown city, Sichuan, China"
1499,0236.ca8e7524e271aec0324e707cb7d420a1,"Ikorodu, Lagos, Nigeria"
1500,00684.ac796b7588e9ca61a66ccbca7a90a796,"Unknown city, Unknown state, India"
1501,00187.efd97ab2034b3384606e21db00014ecb,"Unknown city, Guangdong, China"
1502,01206.b769233047fc696cc02ece9629190b42,"Long Island City, New York, United States"
1503,00646.c04903867557fb7a1fefb25c08cdc112,"Unknown city, Unknown state, United States"
